MANDT,BANFN,BNFPO,COND_PRIO,COND_LAST,KEY_WEEK,PRG_WEEK,PLAN_DAT,AREA_ASG,ASG_DAT,PROG_DAT,PSTYP_TX,PSTYP,KNTTP,ERNAM_TX,PRIONAM_TX,RANG_DAT,SCORE_DAT,BADAT,FRGKZ,FECHA_LIBERACION,DIAS_LIBERACION,LFDAT,PRIO_URGTX,ZZPRIO_URGTX,FRGDT,DIFF_DAT1,ZZEMBAR,MATKL,MATKL_TX,ZZSISTEMA,SCORE_SIS,BSART_TX,ASGAREA_TX,SCORE_TOT,ABC_PRIO,ZZTMANT,SCORE_TMAN,ZZTMANT_TX,ZZCAT_TX,SCORE_CAT,ZZCOMPLEJIDAD,SCORE_COM,ZZRIESGO,SCORE_RIE,DISGR,DISGR_TX,MATNR,TXZ01,OMENG,MEINS,PREI2,VPREIS,VPREI2,SCORE_VAL,WERKS,WERKS_TX,LGORT,LGORT_TX,MFRPN,MFRNR,FABRICANTE,CATEG_PR,RI_WERKS,RI_LIFNR,RI_LNAME,RI_DATLB,RI_EBELN,RI_EBELP,RI_PEINH,RI_NETPR,RI_WAERS,RI_NETP2,RI_APLFZ,K_TFLAG,K_KONNR,K_KTPNR,K_LIFNR,K_LNAME,K_EKGRP,LIFNR,LIFNR_TX,FLIEF,FLIEF_TX,TIMTRA,PLIFZ,LEADTM,WEBAZ,RSNUM,RSPOS,XWAOK,RS_RELDAYS,ZAFNAM,ERNAM,AFNAM,AFNAM_TX,SCORE_AFN,BEDNR,AREA,UO,DEPART,ZZORDTR,ZZDSIST,ZZDESEM,ZZMETRI,ZZMEINS,F_AEDAT,F_EBELN,F_EBELP,F_PARTN,F_ERNAM,F_REJEC,F_STREL,ST_DET,ST_FIN,DIF_PRG,DIAS_ATEN,FECHA_ASING_COMP,CATEGORIA_ASIGN,FECHA_ASIGN_CATE,CC_CATEG,CC_FMLA,CC_SUBFMLA,USUARIO_SOLIC
600,0020174169,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.MMendoza,Comp.MMendoza,Vencido,3,20251209,3,20251218,-9,20251202,01-Normal,,20251202,-13,T510,211,Serv. Eléctricos,TF01510-0404-02-Tableros de Distribución de 220VAC,0,NO PLANIFICADO,COMPRAS,2.25,B,MCP,2,Correctivo Programado,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,bajo aislamiento en tomacorriebte y term,1,UA,949.84,3200,949.84,3,TCNO,TASA CALLAO NORTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2054799624,CORPORACION VICTORIANO GARCIA COLLA S.A.C.,,,3,0,3,0,0000000000,0000,,0,FJAIMES,TASA_MAXIMO,TMF1,MANTTO CCCM_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,752582,Tableros de Distribución de 220VAC,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-16,00000000,OPERACIONES DE COMPRAS,00000000,,,,FJAIMES
600,1038813543,00050,PRIORIZADO,NUEVO,20251215,20251215,20251220,PLANIFICACIÓN,Lunes,20251215,BIEN,,,,,Vencido,3,20251208,3,20251210,-2,20251207,03-Emergencia,,20251128,-17,TCHI,AUX-FER06,"PERNO, TUERC Y ARAND",1050605-Transp. Alimentador a Distrib. de Rotadi,0,NO PLANIFICADO,PLANIFICACIÓN,0,A,MCP,2,Correctivo Programado,REG-Regularización,0,,0,,0,UIN,Uso Inmediato,000000000031014697,"TUERCA G8 3/4""",4,ST,0.18,2.44,0.72,0,TCHI,CHIMBOTE,L001,Alm. Materiales,,,,,TCHI,2060338925,HYDRAULIC SUPPLY COMPANY S.A.C.,20200521,5010019521,00070,1,0.9,PEN,0.26,0,Con Contrato,5000000937,04300,2052320186,INTERMETALS R & D S.A.C.,T78,,,,,3,10,13,0,0039042368,0004,X,0,MLEZAMA,JADANAQUE,TMB4,MANTTO CORREC _CHI_TCHI,0,PLANTA,MANTENIMIENTO,PLANTA,,754466,Transp. Alimentador a Distrib. de Rotadi,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-3,00000000,OPERACIONES DE COMPRAS,00000000,MATERIALES DE OPERACIÓN,FERRETERÍA,ELEMENTOS DE SUJECIÓN,MLEZAMA
600,1038812793,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,RPA Tipo4 B,RPA Tipo4 B,Del 2dor dia al 6to dia,5,20251205,3,20251210,-5,20251225,02-Urgencia,,20251205,-10,,DIV-HAB02,ARTICULOS LIMPIEZA,0,0,NO PLANIFICADO,COMPRAS,1.05,A,,0,,EST-Compra Estándar,1,,0,,0,UIN,Uso Inmediato,000000000032005435,DESINFECTANTE ORG.DESF FOG,3,GLL,44.12,445.11,132.36,3,TCNO,TASA CALLAO NORTE,L001,Alm. Materiales,,,,,TPSU,2051502051,S Y B INGENIEROS S.A.C.,20210623,5010063965,00020,1,40,USD,40,0,Sin Contrato,,00000,,,,,,,,3,23,26,0,0039040839,0002,X,0,,JDELACRUZ,T050,OPBAHIA_PESCA,0,,BAHIA,PESCA,PLANTA CALLAO NORTE,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,15,00000000,"LOGÍSTICA, ADMINISTRACIÓN Y PESCA",00000000,ADMINISTRATIVOS,MATERIALES ADMINISTRATIVOS,MATERIALES DE LIMPIEZA,JDELACRUZ
600,0020173577,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Libre C.Senior,Libre C.Senior,Vencido,3,20251202,3,20251203,-1,20251201,01-Normal,,20251201,-14,T428,215,Serv. Metalmecánica,TF01428-0708-01-Tuberias/Manifold y valvulas Agua salada,0,NO PLANIFICADO,COMPRAS,2.25,B,COND,0,,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,T428 SA Cambio de linea de agua salada s,1,UA,1109.27,3746,1109.27,3,TCNO,TASA CALLAO NORTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2061067449,SERVICIOS GENERALES HERMANOS MEJIA E.I.R.L.,,,3,0,3,0,0000000000,0000,,0,FSUAREZ,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,752246,Tuberias/Manifold y valvulas Agua salada,Líneas y Válvulas Agua Salada,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-2,00000000,OPERACIONES DE COMPRAS,00000000,MANTENIMIENTO,SERVICIOS DE MANTENIMIENTO,MANTENIMIENTO DE CALDEROS,FSUAREZ
600,1038812706,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,Comp.DHinostroza,Comp.DHinostroza,Del 2dor dia al 6to dia,5,20251205,3,20251210,-5,20251225,02-Urgencia,,20251205,-10,TCNO,RPG-MEC13,ACOPLES Y CRUCETAS,1100102-BOMBA DE RECIRCULACION DE EFECTO #1,0,NO PLANIFICADO,COMPRAS,2.25,A,MCP,2,Correctivo Programado,T04-Regularización / Sin Coordinación Log.,5,,0,,0,UIN,Uso Inmediato,000000000033043822,ACOPL. RAPTOR E-10 DODGE,1,ST,220.17,740.44,220.17,3,TCNO,TASA CALLAO NORTE,L001,Alm. Materiales,,,,,TPSU,2051018257,FEQUSA INGS S.A.C.,20191120,5010005642,00010,1,219,PEN,64.77,0,Sin Contrato,,00000,,,,,,,,3,23,26,0,0039040806,0001,X,0,MCARHUAS,JDELACRUZ,TMP4,MANTTO CORREC _CHI_TCNO,0,PLANTA,MANTENIMIENTO,PLANTA,,753847,BOMBA DE RECIRCULACION DE EFECTO #1,"BOMBA CENTRIFUGA 5""X5"", _M3/HR",0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,15,00000000,OPERACIONES DE COMPRAS,00000000,,,,MCARHUAS
600,0020175335,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.RMiranda,Comp.RMiranda,Más de 20 días,1,20251217,3,20251217,0,20260115,01-Normal,,20260115,31,T021,234,Serv. Mant. Maquinar,TF0121-0701-01-Tuberias/Manifold y valvulas,0,NO PLANIFICADO,COMPRAS,1.55,C,MP,3,Preventivo,T01-Estándar / Coordinado con Logística,1,,0,,0,,,,T21 SA_3A Mtto Tuberias/Valv. Sist.Aux.,1,UA,10526.67,35517,10526.67,5,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0000000000,0000,,0,FSUAREZ,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,758297,Tuberias/Manifold y valvulas,Manifold de Recorrido de Válvulas,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,29,00000000,MANTENIMIENTO,00000000,,,,FSUAREZ
600,0020173930,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.DHinostroza,Comp.DHinostroza,Vencido,3,20251205,3,20251210,-5,20251212,01-Normal,,20251212,-3,T058,242,Serv. Asesoría y Con,TF01058-0101-Casco y Aditamentos,0,NO PLANIFICADO,COMPRAS,2.25,B,MPA,4,Preventivo Adicional,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,T058-Toma de datos y plano del sistema d,1,UA,300,1008.9,300,3,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2056919554,DSSNP INGENIERIA S.A.C.,,,3,0,3,0,0000000000,0000,,0,EUCEDA,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,754156,Casco y Aditamentos,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,2,00000000,OPERACIONES DE COMPRAS,00000000,PROYECTOS,PROYECTOS,INGENIERÍA Y OBRAS CIVILES,EUCEDA
600,0070216761,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,PLANIFICACIÓN,Lunes,20251215,BIEN,,,,,Vencido,3,20250601,3,20250602,-1,20250615,01-Normal,,20250613,-185,,DIV-SEG03,ROPA DE TRABAJO,,0,PLANIFICADO,PLANIFICACIÓN,0,A,,0,,-,0,,0,,0,INA,Inactivo,000000000032005055,ROPA AGUA CASAC.JEBE DOBL FAZ FLO T/L A:,50,ST,36.6,6647,1830,0,TCHI,CHIMBOTE,L001,Alm. Materiales,,,,,TCNO,2060492197,CLT IMPORTACIONES E.I.R.L.,20211020,5010073933,00050,1,36.5,USD,36.5,0,Con Contrato,5000001606,00080,0000041522,COINBISER S.R.L.,T79,,,0000041522,COINBISER S.R.L.,3,46,49,0,0000000000,0000,,0,,T621,T621,PLANIF_T621,0,,REPOSICION ALMACEN,ALMACEN,,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,13,00000000,"CALIDAD, SSOMA Y PROYECTOS",00000000,SSOMA,SEGURIDAD,UNIFORMES,T621
600,0020173929,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.DHinostroza,Comp.DHinostroza,Vencido,3,20251205,3,20251210,-5,20251212,01-Normal,,20251212,-3,T057,242,Serv. Asesoría y Con,TF01057-0101-Casco y Aditamentos,0,NO PLANIFICADO,COMPRAS,2.25,B,MPA,4,Preventivo Adicional,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,T057-Toma de datos e informe de áreas de,1,UA,700,2354.1,700,3,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2056919554,DSSNP INGENIERIA S.A.C.,,,3,0,3,0,0000000000,0000,,0,EUCEDA,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,754149,Casco y Aditamentos,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,2,00000000,OPERACIONES DE COMPRAS,00000000,PROYECTOS,PROYECTOS,INGENIERÍA Y OBRAS CIVILES,EUCEDA
600,0020173928,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.DHinostroza,Comp.DHinostroza,Vencido,3,20251205,3,20251210,-5,20251212,01-Normal,,20251212,-3,T057,242,Serv. Asesoría y Con,TF01057-0101-Casco y Aditamentos,0,NO PLANIFICADO,COMPRAS,2.25,B,MPA,4,Preventivo Adicional,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,T057-Toma de datos y plano del sistema d,1,UA,300,1008.9,300,3,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2056919554,DSSNP INGENIERIA S.A.C.,,,3,0,3,0,0000000000,0000,,0,EUCEDA,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,754147,Casco y Aditamentos,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,2,00000000,OPERACIONES DE COMPRAS,00000000,PROYECTOS,PROYECTOS,INGENIERÍA Y OBRAS CIVILES,EUCEDA
600,0020172683,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.RMiranda,Comp.RMiranda,Vencido,3,20251129,3,20251215,-16,20251123,01-Normal,,20251121,-24,SFE4,234,Serv. Mant. Maquinar,SFE407-0206-Tubería de Petróleo Chata FERROLES IV,0,NO PLANIFICADO,COMPRAS,2.25,B,MCP,2,Correctivo Programado,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,INOECCIÓN DE TUBERÍA DE PETROLEO CHATA F,1,UA,460.21,1550,460.21,3,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2038944282,NAUTILIUS SERVICE E.I.RL.,,,3,0,3,0,0000000000,0000,,0,GROBLES,TASA_MAXIMO,TMB4,MANTTO CORREC _CHI_TCHI,0,PLANTA,MANTENIMIENTO,PLANTA,,751571,Tubería de Petróleo Chata FERROLES IV,"TUBERIA DE PETROLEO Ø3.5""X1250MT, HDPE",0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-22,00000000,OPERACIONES DE COMPRAS,00000000,MANTENIMIENTO,SERVICIOS DE MANTENIMIENTO,MANTO DE EP /SERV. D/ASTILLERO,GROBLES
600,1038812297,00020,PRIORIZADO,NUEVO,20251215,20251215,20251220,PLANIFICACIÓN,Lunes,20251215,BIEN,,,,,Del 7mo día al 13vo día,3,20251204,3,20251210,-6,20260102,01-Normal,,20260102,18,T052,RPG-MEC10,ACCESORIOS HIDRAULIC,1520610-Sistema de Bombeo Hidráulico,0,NO PLANIFICADO,PLANIFICACIÓN,1.05,A,MP,3,Preventivo,EST-Compra Estándar,1,,0,,0,UIN,Uso Inmediato,000000000033036745,RETEN 394974,4,ST,38.2,514.96,152.8,3,TCNO,TASA CALLAO NORTE,L001,Alm. Materiales,394974,3000004469,EATON FLUID POWER INDUSTRIAL AND MO,,TCNO,2056299793,BAMEC E.I.R.L.,20240624,5010174158,00070,1,162,PEN,42.56,0,Con Contrato,5000001127,00100,2010000653,MARCO PERUANA S A,T72,,,,,3,0,3,0,0039039929,0005,X,0,ACARDENAS,JDELACRUZ,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,753052,Sistema de Bombeo Hidráulico,Sistema de Bombeo Hidráulico,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,23,00000000,MANTENIMIENTO,00000000,,,,ACARDENAS
600,0030019619,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,N,,,Más de 20 días,1,20251216,3,20251218,-2,20260116,00-,,20260313,88,,237,Serv. Fabric. Instal,,0,NO PLANIFICADO,COMPRAS,1.55,C,,0,,EST-Compra Estándar,1,,0,,0,,,,T052 Overhaul winche principal,1,ST,55000,185625,55000,5,T052,TASA 52,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2048433898,BRYC S.A.C.,2048433898,BRYC S.A.C.,3,0,3,0,0000000000,0000,,0,,MTAPIA,T106,PROYECTOS_GERENCIA DE MANTENIMIENTO_PESC,0,,,,ADMIN.CENTRAL CALLAO,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,29,00000000,"CALIDAD, SSOMA Y PROYECTOS",00000000,,,,MTAPIA
600,0030019620,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,N,,,Más de 20 días,1,20251216,3,20251218,-2,20260126,00-,,20260126,42,,007,Activos Fijos,,0,NO PLANIFICADO,COMPRAS,1.55,Activo,,0,,EST-Compra Estándar,1,,0,,0,,,,MOTOR DIESEL 280 HP @ 2000 RPM,1,UA,28000,94500,28000,5,T414,TASA 414,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0000000000,0000,,0,,RORODRIGUEZ,T106,PROYECTOS_GERENCIA DE MANTENIMIENTO_PESC,0,PROYECTO,,,ADMIN.CENTRAL CALLAO,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,39,00000000,"CALIDAD, SSOMA Y PROYECTOS",00000000,,,,RORODRIGUEZ
600,0030019620,00020,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,N,,,Más de 20 días,1,20251216,3,20251218,-2,20260126,00-,,20260126,42,,007,Activos Fijos,,0,NO PLANIFICADO,COMPRAS,1.55,Activo,,0,,EST-Compra Estándar,1,,0,,0,,,,CAJA REDUCTORA 4.50:1,1,UA,10000,33750,10000,5,T414,TASA 414,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0000000000,0000,,0,,RORODRIGUEZ,T106,PROYECTOS_GERENCIA DE MANTENIMIENTO_PESC,0,PROYECTO,,,ADMIN.CENTRAL CALLAO,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,39,00000000,"CALIDAD, SSOMA Y PROYECTOS",00000000,,,,RORODRIGUEZ
600,1039417528,00040,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,RPA Tipo4 B,RPA Tipo4 B,Del 7mo día al 13vo día,3,20251215,3,20251215,0,20251231,02-Urgencia,,20251215,0,T043,RPG-MEC17,MOTORES DE EXPLOSIÓN,14303-MOTOR PRINCIPAL Y CAJA,0,NO PLANIFICADO,COMPRAS,0.55,C,MON,7,Predictivo Monitoreo por,EST-Compra Estándar,1,,0,,0,BRT,Baja Rotación,000000000033039440,TUBE 1U-8757,1,ST,10.2,34.41,10.2,1,TCHI,CHIMBOTE,L001,Alm. Materiales,1U-8757,3000004260,CATERPILLAR INC.,,TVEG,2010002869,FERREYROS SOCIEDAD ANÓNIMA,20251123,5010243976,00010,1,10.02,USD,10.02,0,Sin Contrato,,00000,,,,,,,,3,23,26,0,0039056083,0002,X,0,CTAIPE,LRODRIGUEZT,TMF5,MANTTO IPRT_PESCA PRED,0,PESCA,,,,756567,MOTOR PRINCIPAL Y CAJA,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,16,00000000,MANTENIMIENTO,00000000,MANTENIMIENTO,REPUESTOS OEM,REP MOT D/COMB/GRP ELECTRÓGENO,CTAIPE
600,1039417528,00030,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,RPA Tipo4 B,RPA Tipo4 B,Del 7mo día al 13vo día,3,20251215,3,20251215,0,20251231,02-Urgencia,,20251215,0,T418,RPG-MEC17,MOTORES DE EXPLOSIÓN,141803-MOTOR PRINCIPAL Y CAJA,0,NO PLANIFICADO,COMPRAS,0.55,C,MON,7,Predictivo Monitoreo por,EST-Compra Estándar,1,,0,,0,BRT,Baja Rotación,000000000033039440,TUBE 1U-8757,1,ST,10.2,34.41,10.2,1,TCHI,CHIMBOTE,L001,Alm. Materiales,1U-8757,3000004260,CATERPILLAR INC.,,TVEG,2010002869,FERREYROS SOCIEDAD ANÓNIMA,20251123,5010243976,00010,1,10.02,USD,10.02,0,Sin Contrato,,00000,,,,,,,,3,23,26,0,0039056076,0002,X,0,CTAIPE,LRODRIGUEZT,TMF5,MANTTO IPRT_PESCA PRED,0,PESCA,,,,756551,MOTOR PRINCIPAL Y CAJA,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,16,00000000,MANTENIMIENTO,00000000,MANTENIMIENTO,REPUESTOS OEM,REP MOT D/COMB/GRP ELECTRÓGENO,CTAIPE
600,1038804011,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,Comp.AMejia,Comp.AMejia,Vencido,3,20251202,3,20251203,-1,20251209,02-Urgencia,,20251205,-10,T061,RPG-MEC05,FILTROS,1610301-Motor Principal,0,NO PLANIFICADO,COMPRAS,1.05,C,MP,3,Preventivo,EST-Compra Estándar,1,,0,,0,BRT,Baja Rotación,000000000033059444,FUEL FILTER X51408300061,2,ST,283.09,1912,566.18,3,TCHI,CHIMBOTE,L001,Alm. Materiales,X51408300061,,,,TVEG,2060614249,DETROIT POWER SYSTEM PERU LIMITADA S.R.L.,20251124,5010244138,00010,1,286.07,USD,286.07,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0038895275,0004,X,0,HESPINOZA,LRODRIGUEZT,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,742108,Motor Principal,MOTOR DIESEL 1500 HP @ 1600 RPM,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,6,00000000,MANTENIMIENTO,00000000,?,?,?,HESPINOZA
600,0030019446,00140,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,N,Libre C.Senior,Libre C.Senior,Vencido,3,20251127,3,20251217,-20,20251126,00-,,20251216,1,,215,Serv. Metalmecánica,,0,NO PLANIFICADO,COMPRAS,1.05,C,,0,,EST-Compra Estándar,1,,0,,0,,,,Mastielete de luces de navegación,1,ST,633.03,2133.93,633.03,3,TAST,ASTILLERO - CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2044566087,LARCAS S.R.L.,2044566087,LARCAS S.R.L.,3,0,3,0,0000000000,0000,,0,,JHUAMANP,T103,PROYECTOS_ASTILLERO,0,,PROYECTOS,ASTILLERO,,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-21,00000000,MANTENIMIENTO,00000000,,,,JHUAMANP
600,0020173816,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Libre C.Senior,Libre C.Senior,Vencido,3,20251204,3,20251210,-6,20251204,01-Normal,,20251204,-11,T054,215,Serv. Metalmecánica,TF0154-0707-01-Compresores De Aire,0,NO PLANIFICADO,COMPRAS,2.25,B,MPA,4,Preventivo Adicional,T04-Regularización / Sin Coordinación Log.,5,,0,,0,,,,T054 SA Modificación de base de compreso,1,UA,949.55,3200,949.55,3,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0000000000,0000,,0,FSUAREZ,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,,753800,Compresores De Aire,Accesorios Tanque de Aire Compresor Supe,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-6,00000000,OPERACIONES DE COMPRAS,00000000,MANTENIMIENTO,SERVICIOS DE MANTENIMIENTO,MANTENIMIENTO DE CALDEROS,FSUAREZ
600,0020173812,00010,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,F,Comp.RMiranda,Comp.RMiranda,Del 14vo día al 20vo día,2,20251204,3,20251210,-6,20260105,01-Normal,,20260105,21,T022,234,Serv. Mant. Maquinar,TF0122-0608-Winche de Ancla,0,NO PLANIFICADO,COMPRAS,0.3,C,MP,3,Preventivo,T01-Estándar / Coordinado con Logística,1,,0,,0,,,,PM T022 SH 1050C WINCHE ANCLA SIMPLE,1,UA,4747.77,16000,4747.77,0,TCHI,CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2055243085,CORPORACION HIDRAULICA TECNICA S.A.,,,3,0,3,0,0000000000,0000,,0,MTAPIA,TASA_MAXIMO,TMF2,MANTTO IPRT_PESCA,0,PESCA,MANTENIMIENTO,PESCA,ADMIN.CENTRAL CALLAO,753229,Winche de Ancla,Winche de Ancla,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,26,00000000,MANTENIMIENTO,00000000,,,,MTAPIA
600,1039417445,00150,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,BIEN,,,RPA Tipo4 B,RPA Tipo4 B,Del 7mo día al 13vo día,3,20251215,3,20251215,0,20251231,02-Urgencia,,20251231,16,T052,RPG-MEC17,MOTORES DE EXPLOSIÓN,15203-MOTOR PRINCIPAL Y CAJA,0,NO PLANIFICADO,COMPRAS,1.05,C,MON,7,Predictivo Monitoreo por,EST-Compra Estándar,1,,0,,0,UIN,Uso Inmediato,000000000033051377,PUMP 590-7889,1,ST,47.95,161.73,47.95,3,TCNO,TASA CALLAO NORTE,L001,Alm. Materiales,590-7889,,,,TVEG,2010002869,FERREYROS SOCIEDAD ANÓNIMA,20251123,5010243976,00020,1,45.7,USD,45.7,0,Sin Contrato,,00000,,,,,,,,3,0,3,0,0039056085,0002,X,0,CTAIPE,JDELACRUZ,TMF5,MANTTO IPRT_PESCA PRED,0,PESCA,,,,756575,MOTOR PRINCIPAL Y CAJA,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,16,00000000,MANTENIMIENTO,00000000,MATERIALES DE OPERACIÓN,REPUESTOS GENERALES,REPUESTOS DE MOTORES,CTAIPE
600,0030019517,00020,PRIORIZADO,NUEVO,20251215,20251215,20251220,COMPRAS,Lunes,20251215,SERVICIO,F,N,Comp.RMiranda,Comp.RMiranda,Vencido,3,20251125,3,20251217,-22,20251215,00-,,20251216,1,,216,Serv. Arenado y Pint,,0,NO PLANIFICADO,COMPRAS,1.05,C,,0,,EST-Compra Estándar,1,,0,,0,,,,Pint 03 capas Casco OM (462m2),1,ST,299.21,1016.4,299.21,3,TAST,ASTILLERO - CHIMBOTE,,,,,,,,,,00000000,,00000,0,0,,0,0,Sin Contrato,,00000,,,,2040319042,SERVICIOS METAL MECANICA ARENADO Y PINTURA E.I.R.L. SERMMAP E.I.R.L.,2040319042,SERVICIOS METAL MECANICA ARENADO YPINTURA E.I.R.L. SERMMAP E.I.R.L.,3,0,3,0,0000000000,0000,,0,,JHUAMANP,T103,PROYECTOS_ASTILLERO,0,PROYECTOS,PROYECTOS,ASTILLERO,,,,,0,,00000000,,00000,,,,,PENDIENTE,PENDIENTE,0,-2,00000000,MANTENIMIENTO,00000000,,,,JHUAMANP
