MANDT,BANFN,BNFPO,MATNR,MAKTX,MENGE,MEINS,BADAT,LFDAT,AFNAM,ERNAM,BLCKD,USERNAMEB,UDATEB,LOEKZ,USERNAMEL,UDATEL,FRGKZ,UDATEF,UTIMEF,FRGCX,FRGCT,OBJID,BUKRS,BUTXT,BSART,BATXT,EBELN,LIFNR,NAMEL,BEDAT,WAERS,FRGZU,UDATEHES,USRNAMEHES,EBELP,PSTYP,WERKS,MENGE_P,WEMNG,NETPR,RLWRT,NETWR,EINDT,BELNR,GJAHR,BUZEI,TXZ01,AENAM,ERDAT,BUDAT,BPMNG,WRBTR_EK,KNTTP,IMP_HES,IMP_HES2,UDATE,USERNAME,BELNR_AN,GJAHR_AN,BUDAT_AN,WRBTR_AN,BELNR_RS,GJAHR_RS,BUKRS_RS,BELNR_BK,BLART_BK,XBLNR_BK,CPUDT_BK,BUDAT_BK,BKTXT_BK,ZTERM,ZLSCH,ZFBDT,ZFBDF,AUGBL,AUGCP,AUGDT,WRBTR,PSWSL,DMBTR,KIDNO,KOSTL,TIP_REG
600,0016915108,01440,000000000031009333,,10,ROL,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,122735,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004930,2011174043,SONEPAR PERU S.A.C.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00050,0,TMSU,10,10,5.07,19257.31,50.7,2020-06-05T00:00:00.000Z,,0000,000,"CINTA AISLANTE TEMFLEX 1700 3/4"" X 18 MT",,,,0,0,,,,,,5000067770,2020,2020-06-09T00:00:00.000Z,-50.7,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915108,00210,000000000033042277,,200,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,164629,ZC,TCHI_Chi  PlanMat JA,JRIVOIN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004930,2011174043,SONEPAR PERU S.A.C.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00060,0,TCHI,200,200,4.62,19257.31,924,2020-06-05T00:00:00.000Z,,0000,000,PILA GRANDE 1.5 V.,,,,0,0,,,,,,5000070465,2020,2020-06-13T00:00:00.000Z,924,5105614439,2020,TA10,0035030441,01,01-0FF30-0026378,2020-06-22T00:00:00.000Z,2020-06-22T00:00:00.000Z,CINTA CAMBRIC 2520 - 3M 3,Z090,,2020-06-22T00:00:00.000Z,2020-09-20T00:00:00.000Z,,,,22556.92,PEN,22556.92,CSN1313000172245,,MM
600,0016915108,02070,000000000033039811,,7,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,121738,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004931,2012291388,VANECO E.I.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00010,0,TMSU,7,7,34.83,1816.32,243.81,2020-06-05T00:00:00.000Z,,0000,000,"VALV. ESFERA 1/2"" 150 PSI ROSC.BCE.CRO",,,,0,0,,,,,,5000066800,2020,2020-06-08T00:00:00.000Z,243.81,5105613988,2020,TA10,0035030034,01,01-0F001-0007627,2020-06-19T00:00:00.000Z,2020-06-19T00:00:00.000Z,"VALV. ESFERA 1/2"" 150 PSI",Z060,,2020-06-19T00:00:00.000Z,2020-08-18T00:00:00.000Z,,,,2143.26,PEN,2143.26,CSN1313000170624,,MM
600,0016915090,00010,000000000033030732,,3.05,M,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T021,DMONTES,,,,,,,3,2020-05-28T00:00:00.000Z,025637,SV,TVEG_Veg Proyecto,JRIVERA,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004945,2050725847,MEGA CHAIN INDUSTRIAL PERU S.A.C.,2020-06-01T00:00:00.000Z,USD,X,2020-06-04T00:00:00.000Z,MSILVA,00010,0,TVEG,3.05,3.05,61.38,187.21,187.21,2020-06-05T00:00:00.000Z,,0000,000,"CADENA DOBLE 1.1/2"" ASA 120-2",,,,0,0,,,,,,5000066718,2020,2020-06-08T00:00:00.000Z,187.21,5105615727,2020,TA10,0035031459,01,01-0F002-0000475,2020-06-26T00:00:00.000Z,2020-06-25T00:00:00.000Z,"CADENA DOBLE 1.1/2"" ASA 1",Z060,,2020-06-25T00:00:00.000Z,2020-08-24T00:00:00.000Z,,,,220.91,USD,775.61,CSN1313000173296,,MM
600,0070015774,00010,000000000033032644,,4,UN,2020-05-27T00:00:00.000Z,2020-05-29T00:00:00.000Z,T631,T631,,,,,,,3,2020-05-28T00:00:00.000Z,100717,LC,TSAM_Sam PlanMatPlan,ACASTANEDA,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004928,2010024471,TECNIFAJAS S.A.,2020-06-01T00:00:00.000Z,USD,X,2020-06-04T00:00:00.000Z,MSILVA,00190,0,TSAM,4,4,5.56,1460.45,22.24,2020-06-05T00:00:00.000Z,,0000,000,FAJA V B-64,,,,0,0,,,,,,5000069932,2020,2020-06-12T00:00:00.000Z,22.24,5105616090,2020,TA10,0035031979,01,01-0FL02-0093805,2020-07-01T00:00:00.000Z,2020-07-01T00:00:00.000Z,CHUMACERA PARED FY 513 M,Z090,,2020-07-01T00:00:00.000Z,2020-09-29T00:00:00.000Z,,,,1507.44,USD,5303.17,CSN1313000173486,,MM
600,0016915108,00050,000000000032003918,,8,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,161135,ZC,TCHI_Chi  PlanMat JA,JRIVOIN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004949,2051191412,SOLTRAK S.A.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00040,0,TCHI,8,0,28.93,8627.48,231.44,2020-06-08T00:00:00.000Z,,0000,000,CASCO SEGURIDAD POLIETILENO BLANCO C/LOG,,,,0,0,,,,,,,0000,,0,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915108,01830,000000000032004541,,150,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,122122,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004949,2051191412,SOLTRAK S.A.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00050,0,TMSU,150,150,13.21,8627.48,1981.5,2020-06-08T00:00:00.000Z,,0000,000,LENTE SEGURIDAD OSCURO SECUREFIT 400/3M,,,,0,0,,,,,,5000080258,2020,2020-06-26T00:00:00.000Z,1294.58,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915120,00010,000000000031012456,,1,UN,2020-05-27T00:00:00.000Z,2020-05-28T00:00:00.000Z,TMS1,EBAZAN,,,,,,,3,2020-05-31T00:00:00.000Z,082148,SZ,TSAM_Sam Man Planif,CPERALTA,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004952,2052320186,INTERMETALS R & D S.A.C.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00020,0,TSAM,1,1,5.75,2147.13,5.75,2020-06-08T00:00:00.000Z,,0000,000,"PERNO HEXAGONAL 3/4"" X 3.1/2"" INOX.",,,,0,0,,,,,,5000065357,2020,2020-06-05T00:00:00.000Z,5.75,5105611458,2020,TA10,0035028323,01,01-0E001-0001966,2020-06-10T00:00:00.000Z,2020-06-06T00:00:00.000Z,"PERNO HEXAGONAL 3/8"" X 1.",Z060,,2020-06-06T00:00:00.000Z,2020-08-05T00:00:00.000Z,,,,2533.61,PEN,2533.61,CSN1313000170090,,MM
600,0016915108,01520,000000000033032051,,2,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,122440,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,NB,Pedido estándar,5010020695,2054372582,DISTRIBUIDORA CUMMINS PERU S.A.C,2020-06-01T00:00:00.000Z,USD,XX,2020-06-02T00:00:00.000Z,EBUENANO,00010,0,TMSU,2,2,234.58,703.74,469.16,2020-06-04T00:00:00.000Z,,0000,000,ELEMENTO DE FILTRO DE AIRE ON1403752,,,,0,0,,,,,,5000065542,2020,2020-06-05T00:00:00.000Z,469.16,5105616317,2020,TA10,0035032166,01,01-0F003-0021276,2020-07-02T00:00:00.000Z,2020-07-01T00:00:00.000Z,ELEMENTO DE FILTRO DE AIR,Z060,,2020-07-01T00:00:00.000Z,2020-08-30T00:00:00.000Z,,,,830.41,USD,2854.11,CSN1313000174148,,MM
600,0016915108,01090,000000000033032051,,1,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,152029,ZN,TCNO_Cal PlanMat JAb,BPEREZPALM,TA10,Tecnológica de Alimentos,NB,Pedido estándar,5010020695,2054372582,DISTRIBUIDORA CUMMINS PERU S.A.C,2020-06-01T00:00:00.000Z,USD,XX,2020-06-02T00:00:00.000Z,EBUENANO,00020,0,TCNO,1,1,234.58,703.74,234.58,2020-06-04T00:00:00.000Z,,0000,000,ELEMENTO DE FILTRO DE AIRE ON1403752,,,,0,0,,,,,,5000065907,2020,2020-06-06T00:00:00.000Z,234.58,5105616317,2020,TA10,0035032166,01,01-0F003-0021276,2020-07-02T00:00:00.000Z,2020-07-01T00:00:00.000Z,ELEMENTO DE FILTRO DE AIR,Z060,,2020-07-01T00:00:00.000Z,2020-08-30T00:00:00.000Z,,,,830.41,USD,2854.11,CSN1313000174148,,MM
600,0016915101,00040,000000000031010748,,1,UN,2020-05-27T00:00:00.000Z,2020-06-06T00:00:00.000Z,T050,FTRUJILLO,,,,,,,3,2020-05-27T00:00:00.000Z,170542,JN,Pesca Op Bahía Norte,EOCHARAN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004940,2050141152,PRODUCTOS FORJADOS S.A.C.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00020,0,TCNO,1,0,127,1913,127,2020-06-05T00:00:00.000Z,,0000,000,"GANCHO GIRATORIO 3/4"" GALV",,,,0,0,,,,,,,0000,,0,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915101,00050,000000000034002928,,1,UN,2020-05-27T00:00:00.000Z,2020-06-06T00:00:00.000Z,T050,FTRUJILLO,,,,,,,3,2020-05-27T00:00:00.000Z,170607,JN,Pesca Op Bahía Norte,EOCHARAN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004940,2050141152,PRODUCTOS FORJADOS S.A.C.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00030,0,TCNO,1,0,1117,1913,1117,2020-06-05T00:00:00.000Z,,0000,000,"PASTECA ""G"" CERRADA 12"" CANC/FIJO",,,,0,0,,,,,,,0000,,0,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915044,00010,000000000031009860,,100,KG,2020-05-27T00:00:00.000Z,2020-06-06T00:00:00.000Z,T042,FTRUJILLO,,,,,,,3,2020-05-27T00:00:00.000Z,123107,GB,Pesca Calidad,JBELLIDO,TA10,Tecnológica de Alimentos,NB,Pedido estándar,5010020729,0000008421,DIVERSEY PERU S.A.C,2020-06-01T00:00:00.000Z,PEN,XX,2020-06-06T00:00:00.000Z,JBELLIDO,00010,0,TCNO,100,100,15,1500,1500,2020-06-06T00:00:00.000Z,,0000,000,DIVOSAN FORTE,,,,0,0,,,,,,5000068277,2020,2020-06-10T00:00:00.000Z,1500,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0020035481,00010,,,1,UA,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,TMF1,TASA_MAXIMO,,,,,,,3,2020-05-27T00:00:00.000Z,100520,SA,Flota Control Mantto,JURAMOS,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004919,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-02T00:00:00.000Z,EBUENANO,00010,9,TCNO,1,2,2202.4,4644.8,2202.4,2020-05-27T00:00:00.000Z,1000370008,0000,000,T51 Servicio reparacion de averia,TASA_MAXIMO,2020-06-03T00:00:00.000Z,2020-06-03T00:00:00.000Z,0,24,F,M169937,,2020-06-03T00:00:00.000Z,TASA_MAXIMO,,0000,,0,5105612254,2020,TA10,0035028916,01,01-0F001-0000096,2020-06-12T00:00:00.000Z,2020-06-10T00:00:00.000Z,MANT REPARA BIENES MUEBLE,Z030,,2020-06-10T00:00:00.000Z,2020-07-10T00:00:00.000Z,,,,4822.86,PEN,4822.86,CSN1813000170563,,MM
600,0016915108,01490,000000000031009822,,12,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,122502,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004933,2016788449,PROSAC S.A.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00090,0,TMSU,12,0,4.62,9268.94,55.44,2020-07-15T00:00:00.000Z,,0000,000,"DISCO CORTE 1/8"" X 7/8"" X 7"" FE.",,,,0,0,,,,,,,0000,,0,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915088,00010,000000000031010166,,1,UN,2020-05-27T00:00:00.000Z,2020-06-05T00:00:00.000Z,TMF1,JRIVOIN,,,,,,,3,2020-05-27T00:00:00.000Z,120211,SA,Flota Control Mantto,JURAMOS,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004929,2010167094,FERRETERIA FIGALLO S.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00100,0,TCHI,1,1,1227.5,6877.3,1227.5,2020-06-05T00:00:00.000Z,,0000,000,ENGRASADORA BALDE 35 LB ALEMITE 7149 A4,,,,0,0,,,,,,5000066734,2020,2020-06-08T00:00:00.000Z,1227.5,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915108,00060,000000000032005495,,75,KG,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,164553,ZC,TCHI_Chi  PlanMat JA,JRIVOIN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004929,2010167094,FERRETERIA FIGALLO S.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00110,0,TCHI,75,75,3.84,6877.3,288,2020-06-05T00:00:00.000Z,,0000,000,DETERGENTE INDUSTRIAL,,,,0,0,,,,,,5000066734,2020,2020-06-08T00:00:00.000Z,288,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915108,00240,000000000032005020,,4,UN,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,164632,ZC,TCHI_Chi  PlanMat JA,JRIVOIN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004929,2010167094,FERRETERIA FIGALLO S.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00120,0,TCHI,4,4,11.22,6877.3,44.88,2020-06-05T00:00:00.000Z,,0000,000,REMOVEDOR SARRO DUKTO,,,,0,0,,,,,,5000066734,2020,2020-06-08T00:00:00.000Z,44.88,,0000,,,,,,,,,,,,,,,0,,0,,,MM
600,0016915108,00280,000000000032005362,,300,KG,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-27T00:00:00.000Z,164634,ZC,TCHI_Chi  PlanMat JA,JRIVOIN,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004929,2010167094,FERRETERIA FIGALLO S.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00130,0,TCHI,300,300,2.12,6877.3,636,2020-06-05T00:00:00.000Z,,0000,000,TRAPO INDUSTRIAL,,,,0,0,,,,,,5000066695,2020,2020-06-08T00:00:00.000Z,636,5105615356,2020,TA10,0035031036,01,01-0F001-0004630,2020-06-25T00:00:00.000Z,2020-06-25T00:00:00.000Z,TRAPO INDUSTRIAL,Z090,,2020-06-25T00:00:00.000Z,2020-09-23T00:00:00.000Z,0056005119,2020-06-25T00:00:00.000Z,2020-06-25T00:00:00.000Z,750.48,PEN,750.48,CSN1313000172805,,MM
600,0016915108,01450,000000000031015439,,160,ROL,2020-05-27T00:00:00.000Z,2020-05-27T00:00:00.000Z,T621,VMONTOYA,,,,,,,3,2020-05-28T00:00:00.000Z,122521,ZM,TMSU_Mal  PlanMat JA,EMURGUEYTI,TA10,Tecnológica de Alimentos,ZDES,Pedido de Cont.Marco,5060004929,2010167094,FERRETERIA FIGALLO S.R.L.,2020-06-01T00:00:00.000Z,PEN,X,2020-06-04T00:00:00.000Z,MSILVA,00140,0,TMSU,160,160,0.69,6877.3,110.4,2020-06-05T00:00:00.000Z,,0000,000,"CINTA TEFLON 1/2""",,,,0,0,,,,,,5000066734,2020,2020-06-08T00:00:00.000Z,110.4,,0000,,,,,,,,,,,,,,,0,,0,,,MM
