MANDT,BANFN,BNFPO,TIPO_SOLPED,LOEKZ_S,FRGKZ,BADAT,FECSUG,FRGDT,IDSOLPE,TXTPOS,LFDAT,PRIO_URGTX,ZZPRIO_URGTX,MENGE,MEINS,MATKL,WGBEZ60,ERNAM,AFNAM,NAME_TEXT,ZAFNAM,MTART,MTBEZ,MATNR,TXZ01,MFRPN,EKGRPT2,VALDOL,PUNITS,VALSOL,KNTTX,PSTYP,PTEXT,EBAKZ,BLCKD,BLCKT,LABSTX,KOSTL,NPLNR,PS_PSP_PNR,AUFNR,WERKS,NCENTRO,LGORT,NALMACE,FLIEF,NAME_F,LIFNR,NAME_D,BEDNR,MFRNR,NAME11,ABLAD,SWERK,KTEXM,AUTYM,COMENT_SP,EBELN,EBELP,LOEKZ_POC,IDEBELN,STATUSOC,BSART2,BATXT2,ERNAMOC,MENGP,MEINSOC,MENPEN,EKGRPT,EKGRP_RESP,LIFNR2,NAME1,BEDAT,FECLIB,FECHA,EINDT,VPEDIDOD,PUNITO,VPEDIDOS,LGORT2,ELIKZ,TEXREC,PROCSTAT,PROCSTAT_T,BUTTON2,KONNR,KTPNR,PRIO_URGTXX,TEXT1,LIFN2,INCO1,ZZPAIS_ORIG,ZZFECHA_EMBARQ,ZZFECHA_ARRIBO,ZZMEDIO_TRANSP,ZZDESC_TRANSP,ZZAGENTE_CARGA,ZZNUMERO_DOC_EMB,DMBTRF,WAERSF,LGORTT,CANT_REC,MENPENT,VRECD,VRECS,XBLNR,FECGRR,BUDAT,FECDES,VBELN,POSNR,XBLNR3,FECEI,LGORTF,CANT_REC2,MENPEN2,VRECD2,VRECS2,XBLNR2,FECGRR2,BUDAT2,MENCONS,FECCONS,LZVON,HES_S,MENPENS,TT1,TT3,PERIODO,SITUACION,DIASVENC,RSNUM,RSPOS,BDTER,ZZERDAT,ZZFECHALIB,XWAOK,DISGR,TEXT40,USNAM,UOMAX,BZTEK,PLIFZ,SUMBP,WEBAX,RSSTA,FLTIR,AUART,NAUART,KTEXT,AUTYP,FINNEC,FATENC,DIBER,BERID,ZZSISTE,ZZDSIST,ZZEQUIP,ZZDESEM,ZCATEGORIA,ZZEMBAR,ZZMETRI,ZZMEINS,DIASLIBRES,DIASGENSOLP,DIASLIBSOLP,DIASNECUSU,DIASGENOC,DIASLIBOC,DIASINGALMT,TT4,DIASINGALMF
600,0015033785,00020,COMPRAS,,L,20190916,20190916,20190916,@0P@,SERVICIOS GENERALES PALMATEC COTIZACION: 683-0326 01 AREA CHD - OFICINA SUPERINT,20190920,Normal,Normal,1,UA,234,Serv. Mant. Maquinaria y equipos,JOGUZMAN,T001,ADMINISTRACION,,,,,CAMBIOS Y REPARACION FUGAS DE GAS,,T01,-641.95,-641.95,2130,Centro de coste,9,Servicio,,,,0,3013210004,,00000000,,TCNO,TASA CALLAO NORTE,,,2052063973,SERVICIOS GENERALES PALMATEC S.A.C.,2052063973,SERVICIOS GENERALES PALMATEC S.A.C.,,,,,,,00,,5010000740,00020,,@0P@,,NB,Pedido estándar,EHUAMAN,1,UA,0,T66,T66-Comp.CArroyo,2052063973,SERVICIOS GENERALES PALMATEC S,20191002,20191002,,20191007,-627.76,-627.76,2130,,,,05,Liberación concluida,@0O@,,00000,Normal,Plazo 30  días.,,,,,,,,,,2130,PEN,,0,0,0,0,,,20191002,,,000000,,,,1,0,-627.76,2130,683-0326,20191002,20191002,0,,20191002,0,0,   16,    0,1,C,,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190920,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,    0,    4,   16,    0,    0,,
600,0015033785,00030,COMPRAS,,L,20190916,20190916,20190916,@0P@,SERVICIOS GENERALES PALMATEC COTIZACION: 696-0338 CAMBIO DE TARJETA ELETRONICA D,20190920,Normal,Normal,1,UA,234,Serv. Mant. Maquinaria y equipos,JOGUZMAN,T001,ADMINISTRACION,,,,,CAMBIO TARJETA ELECTRONICA OF. WILLIAM C,,T01,-147.68,-147.68,490,Centro de coste,9,Servicio,,,,0,3013210004,,00000000,,TCNO,TASA CALLAO NORTE,,,2052063973,SERVICIOS GENERALES PALMATEC S.A.C.,2052063973,SERVICIOS GENERALES PALMATEC S.A.C.,,,,,,,00,,5010000740,00030,,@0P@,,NB,Pedido estándar,EHUAMAN,1,UA,0,T66,T66-Comp.CArroyo,2052063973,SERVICIOS GENERALES PALMATEC S,20191002,20191002,,20191007,-144.41,-144.41,490,,,,05,Liberación concluida,@0O@,,00000,Normal,Plazo 30  días.,,,,,,,,,,490,PEN,,0,0,0,0,,,20191002,,,000000,,,,1,0,-144.41,490,696-0338,20191002,20191002,0,,20191002,0,0,   16,    0,1,C,,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190920,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,    0,    4,   16,    0,    0,,
600,0015033794,00010,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de embarque y desembarque de la red anchovetera Tasa 44 Fecha: 25 y 26/,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T44 Servicio embarque red anchovetera,,T67,-512.36,-512.36,1700,Centro de coste,9,Servicio,,,,0,3027120003,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2060300007,MAYURUMI NET E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033794,00020,COMPRAS,X,B,20190916,20190916,,@0P@,"Servicio de embarque, desembarque y pega de la red anchovetera Tasa 55. Fecha: 3",20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T55 Servicio embarque/desembarque,,T67,-924.35,-924.35,3067,Centro de coste,9,Servicio,,,,0,3027140005,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2060300007,MAYURUMI NET E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033794,00030,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de embarque de red anchovetera Tasa 419 Fecha: 30/07 y 03/08 Lugar: Cal,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T419 Servicio embarque/pega red,,T67,-497.29,-497.29,1650,Centro de coste,9,Servicio,,,,0,3027140002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2060300007,MAYURUMI NET E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033794,00040,COMPRAS,X,B,20190916,20190916,,,,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T17 Servicio desembarque red anchovetera,,T67,-301.39,-301.39,1000,Centro de coste,9,Servicio,,,,0,3027110001,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2060300007,MAYURUMI NET E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033794,00050,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de pega de red anchovetera Tasa 53 Fecha: 03/08 Lugar: Callao Proveedor,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T53 Servicio pega red sardinera,,T67,-241.11,-241.11,800,Centro de coste,9,Servicio,,,,0,3027140009,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2060300007,MAYURUMI NET E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033800,00010,COMPRAS,,L,20190916,20190916,20190916,@0P@,DEODORYZA FACTURA F002-609 8662 SERVICIO GLADE AUTOMATICO HAWAIAN BREEZE RPTO 17,20190920,Normal,Normal,1,UA,268,Serv. Administrativos,JOGUZMAN,T001,ADMINISTRACION,,,,,servicio glade aut OF CH F002-609,,T01,-55.61,-55.61,184.5,Centro de coste,9,Servicio,,,,0,3013210004,,00000000,,TCNO,TASA CALLAO NORTE,,,2060457308,DEODORYZA SOCIEDAD ANONIMA,2060457308,DEODORYZA SOCIEDAD ANONIMA,,,,,,,00,,5010000915,00010,,@0P@,,NB,Pedido estándar,CREYES,1,UA,0,T76,T76-NO USAR,2060457308,DEODORYZA SOCIEDAD ANONIMA,20191004,20191022,,20190920,-54.62,-54.62,184.5,,,,05,Liberación concluida,@0O@,,00000,Normal,Plazo 30  días.,,,,,,,,,,184.5,PEN,,0,0,0,0,,,20191023,,,000000,,,,1,0,-55.21,184.5,F002-609,20191023,20191023,0,,20191023,0,0,   37,    1,1,C,,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190920,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,    0,    4,   18,   18,    1,,
600,0015033800,00020,COMPRAS,,L,20190916,20190916,20190916,@0P@,DEODORYZA FACTURA F002-610 8662 SERVICIO GLADE AUTOMATICO HAWAIAN BREEZE RPTO 17,20190920,Normal,Normal,1,UA,268,Serv. Administrativos,JOGUZMAN,T001,ADMINISTRACION,,,,,servicio glade aut OF PESCA F002-610,,T01,-245.48,-245.48,814.5,Centro de coste,9,Servicio,,,,0,3013210004,,00000000,,TCNO,TASA CALLAO NORTE,,,2060457308,DEODORYZA SOCIEDAD ANONIMA,2060457308,DEODORYZA SOCIEDAD ANONIMA,,,,,,,00,,5010000915,00020,,@0P@,,NB,Pedido estándar,CREYES,1,UA,0,T76,T76-NO USAR,2060457308,DEODORYZA SOCIEDAD ANONIMA,20191004,20191022,,20190920,-241.12,-241.12,814.5,,,,05,Liberación concluida,@0O@,,00000,Normal,Plazo 30  días.,,,,,,,,,,814.5,PEN,,0,0,0,0,,,20191023,,,000000,,,,1,0,-243.72,814.5,F002-610,20191023,20191023,0,,20191023,0,0,   37,    1,1,C,,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190920,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,    0,    4,   18,   18,    1,,
600,0015033800,00030,COMPRAS,,L,20190916,20190916,20190916,@0P@,DEODORYZA FACTURA F002-611 8662 SERVICIO GLADE AUTOMATICO HAWAIAN BREEZE RPTO 17,20190920,Normal,Normal,1,UA,268,Serv. Administrativos,JOGUZMAN,T001,ADMINISTRACION,,,,,servicio glade aut OF EDIFICIO F002-611,,T01,-221.07,-221.07,733.5,Centro de coste,9,Servicio,,,,0,3013210004,,00000000,,TCNO,TASA CALLAO NORTE,,,2060457308,DEODORYZA SOCIEDAD ANONIMA,2060457308,DEODORYZA SOCIEDAD ANONIMA,,,,,,,00,,5010000915,00030,,@0P@,,NB,Pedido estándar,CREYES,1,UA,0,T76,T76-NO USAR,2060457308,DEODORYZA SOCIEDAD ANONIMA,20191004,20191022,,20190920,-217.14,-217.14,733.5,,,,05,Liberación concluida,@0O@,,00000,Normal,Plazo 30  días.,,,,,,,,,,733.5,PEN,,0,0,0,0,,,20191023,,,000000,,,,1,0,-219.48,733.5,F002-611,20191023,20191023,0,,20191023,0,0,   37,    1,1,C,,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190920,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,    0,    4,   18,   18,    1,,
600,0015033804,00010,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de confección de defensas de corcho y cabo para las siguienets pangas T,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,Servicio confección defensas panga,,T67,-723.33,-723.33,2400,Centro de coste,9,Servicio,,,,0,3027130010,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00020,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de desembarque de red anchovetera Tasa 55 Fecha: 30.07 Lugar: Callao Pr,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T55 Servicio desembarque red anchovetera,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140005,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00030,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de embarque red anchovetera Tasa 51 Fecha: 30.07 Lugar: Callao Proveedo,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T51 Servicio embarque red sardinera,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140011,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00040,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de desembarque de red anchovetera Tasa 419 Fecha: 30.07 Lugar: Callao P,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T419 Servicio desembarque red anchoveter,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00050,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de desembarque de red anchovetera Tasa 51 Fecha: 30.07 Lugar: Callao Pr,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T51 Servicio desembarque red anchovetera,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140011,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00060,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de pega de red anchovetera Tasa 51 Fecha: 31.07 Lugar: Callao Proveedor,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T51 Servicio pega red sardinera,,T67,-241.11,-241.11,800,Centro de coste,9,Servicio,,,,0,3027140011,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00070,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de pega de red anchovetera Tasa 412 Fecha: 31.07 Lugar: Callao Proveedo,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T412 Servicio pega red anchovetera,,T67,-241.11,-241.11,800,Centro de coste,9,Servicio,,,,0,3027120010,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00080,COMPRAS,X,B,20190916,20190916,,,,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T54 Servicio desembarque red anchovetera,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140010,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00090,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de pega de la red stand by 180 para uso en la EP Tasa 220 Fecha: 13/06,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,SB180 Servicio pega red anchovetera,,T67,-120.55,-120.55,400,Centro de coste,9,Servicio,,,,0,3027110002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033804,00100,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de embarque de la red stand by 180 para uso en la EP Tasa 220 Fecha: 13,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,SB180 Servicio embarque red anchovetera,,T67,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027110002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052469724,SERVICIOS GENERALES G.S.E. E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00010,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de personal de apoyo para limpieza de la grúa y maniobras de carga. Fec,20190916,Normal,Normal,1,LE,295,Serv. Varios Operaciones,MGOMEZ,T060,REDES_PESCA,,,,,Servicio personal apoyo grua taller rede,,T65,-76.07,-76.07,252.4,Centro de coste,9,Servicio,,,,0,3031000004,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00020,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio pega red anchovetera Tasa 17 Fecha: 02.08 Lugar: Callao Proveedor: Soni,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T17 Servicio pega red anchovetera,,T65,-120.55,-120.55,400,Centro de coste,9,Servicio,,,,0,3027110001,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00030,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio de desembarque de red anchovetera Tasa 220 Fecha: 01.08.2019 Lugar: Cal,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T220 Servicio embarque red anchovetera,,T65,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027110002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00040,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio desembarque de red anchovereta Tasa 57 Fecha: 01/08/2019 Lugar: Callao,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T57 Servicio desembarque red anchovetera,,T65,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140008,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00050,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio desembarque red anchovetera Tasa 419 Fecha: 01.08 Lugar: Callao Proveed,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T419 Servicio embarque red anchovetera,,T65,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140002,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
600,0015033821,00060,COMPRAS,X,B,20190916,20190916,,@0P@,Servicio desembarque de red anchovetera Tasa 59 Fecha: 01.08 Lugar: Callao Prove,20190916,Normal,Normal,1,UA,233,Serv. Mant de Redes de Pesca,MGOMEZ,T060,REDES_PESCA,,,,,T59 Servicio desembarque red anchovetera,,T65,-256.18,-256.18,850,Centro de coste,9,Servicio,,,,0,3027140006,,00000000,,TCNO,TASA CALLAO NORTE,L006,Redes,2052092051,SONIMAR SERVICIOS E.I.R.L.,,,,,,,,,00,,,00000,,,,,,,0,,1,,,,,,,,,0,0,0,,,,,,@0O@,,00000,Normal,,,,,,,,,,,0,,,0,0,0,0,,,,,,000000,,,,0,0,0,0,,,,0,,,0,0,    0,,1,P,  667,0000000000,0000,,,,,,,,,00,0,0,0,,,,,,00,20190916,20190916,,,,,0000000000000000000000000,,T02 - Regu,,  0.000,,,,,,,,,,
