MANDT,KOKRS,GJAHR,CORREL,PERIO,BLDAT,USNAM,KSTAR,KOSTL,WRGSUM,WRG001,WRG002,WRG003,WRG004,WRG005,WRG006,WRG007,WRG008,WRG009,WRG010,WRG011,WRG012,WRFSUM,WOFSUM,WTFSUM,TWAER,BELNR,RWAER,OWAER,KWAER,OBJID,VRGNG,WKG001,WKG002,WKG003,WKG004,WKG005,WKG006,WKG007,WKG008,WKG009,WKG010,WKG011,WKG012,WOG001,WOG002,WOG003,WOG004,WOG005,WOG006,WOG007,WOG008,WOG009,WOG010,WOG011,WOG012,WOGSUM,WTG001,WTG002,WTG003,WTG004,WTG005,WTG006,WTG007,WTG008,WTG009,WTG010,WTG011,WTG012,WTGSUM
600,1711,2020,0000000011,009,20190927,NBENTIN,0062501019,3011100001,150,0,0,20,20,0,20,20,15,15,20,20,0,150,499.5,499.5,PEN,6000000510,USD,PEN,USD,3011100001,RKP1,0,0,20,20,0,20,20,15,15,20,20,0,0,0,66.6,66.6,0,66.6,66.6,49.95,49.95,66.6,66.6,0,499.5,0,0,66.6,66.6,0,66.6,66.6,49.95,49.95,66.6,66.6,0,499.5
600,1711,2020,0000000012,009,20190927,NBENTIN,0063930101,3011100001,60,5,5,5,5,5,5,5,5,5,5,5,5,60,199.8,199.8,PEN,6000000511,USD,PEN,USD,3011100001,RKP1,5,5,5,5,5,5,5,5,5,5,5,5,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,199.8,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,16.65,199.8
600,1711,2020,0000000013,009,20190927,NBENTIN,0063930102,3011100001,30,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,30,99.96,99.96,PEN,6000000512,USD,PEN,USD,3011100001,RKP1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,99.96,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,8.33,99.96
600,1711,2020,0000000014,009,20190927,NBENTIN,0065940101,3011100001,2001.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,168,2001.7,6665.65,6665.65,PEN,6000000513,USD,PEN,USD,3011100001,RKP1,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,166.7,168,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,559.44,6665.65,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,555.11,559.44,6665.65
600,1711,2020,0000000015,009,20190927,NBENTIN,0063120102,3011100001,1300,0,0,0,0,450,0,0,400,0,450,0,0,1300,4329,4329,PEN,6000000514,USD,PEN,USD,3011100001,RKP1,0,0,0,0,450,0,0,400,0,450,0,0,0,0,0,0,1498.5,0,0,1332,0,1498.5,0,0,4329,0,0,0,0,1498.5,0,0,1332,0,1498.5,0,0,4329
600,1711,2020,0000000016,009,20190927,NBENTIN,0063130101,3011100001,1000,0,70,120,110,50,120,100,50,110,50,120,100,1000,3330,3330,PEN,6000000515,USD,PEN,USD,3011100001,RKP1,0,70,120,110,50,120,100,50,110,50,120,100,0,233.1,399.6,366.3,166.5,399.6,333,166.5,366.3,166.5,399.6,333,3330,0,233.1,399.6,366.3,166.5,399.6,333,166.5,366.3,166.5,399.6,333,3330
600,1711,2020,0000000017,009,20190927,NBENTIN,0063140101,3011100001,1000,0,50,120,120,50,100,120,50,110,50,120,110,1000,3330,3330,PEN,6000000516,USD,PEN,USD,3011100001,RKP1,0,50,120,120,50,100,120,50,110,50,120,110,0,166.5,399.6,399.6,166.5,333,399.6,166.5,366.3,166.5,399.6,366.3,3330,0,166.5,399.6,399.6,166.5,333,399.6,166.5,366.3,166.5,399.6,366.3,3330
600,1711,2020,0000000018,009,20190927,NBENTIN,0063150107,3011100001,100,0,0,0,50,0,0,0,0,0,0,50,0,100,333,333,PEN,6000000517,USD,PEN,USD,3011100001,RKP1,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,166.5,0,0,0,0,0,0,166.5,0,333,0,0,0,166.5,0,0,0,0,0,0,166.5,0,333
600,1711,2020,0000000019,009,20190927,NBENTIN,0063150108,3011100001,1400,0,50,130,130,130,140,140,140,140,130,140,130,1400,4662,4662,PEN,6000000518,USD,PEN,USD,3011100001,RKP1,0,50,130,130,130,140,140,140,140,130,140,130,0,166.5,432.9,432.9,432.9,466.2,466.2,466.2,466.2,432.9,466.2,432.9,4662,0,166.5,432.9,432.9,432.9,466.2,466.2,466.2,466.2,432.9,466.2,432.9,4662
600,1711,2020,0000000020,009,20190927,NBENTIN,0063401045,3001000001,5729.1,0,954.85,0,954.85,0,954.85,0,954.85,0,954.85,0,954.85,5729.1,19077.9,19077.9,PEN,6000000557,USD,PEN,USD,3001000001,RKP1,0,954.85,0,954.85,0,954.85,0,954.85,0,954.85,0,954.85,0,3179.65,0,3179.65,0,3179.65,0,3179.65,0,3179.65,0,3179.65,19077.9,0,3179.65,0,3179.65,0,3179.65,0,3179.65,0,3179.65,0,3179.65,19077.9
600,1711,2020,0000000021,009,20190927,NBENTIN,0063801002,3001000001,82447.32,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,82447.32,274549.56,274549.56,PEN,6000000558,USD,PEN,USD,3001000001,RKP1,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,6870.61,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,274549.56,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,22879.13,274549.56
600,1711,2020,0000000022,009,20190927,NBENTIN,0063401045,3012100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000559,USD,PEN,USD,3012100001,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000023,009,20190927,NBENTIN,0063801002,3012100001,184996.77,14935.16,14935.16,14935.16,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,184996.77,616039.26,616039.26,PEN,6000000560,USD,PEN,USD,3012100001,RKP1,14935.16,14935.16,14935.16,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,15576.81,49734.08,49734.08,49734.08,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,616039.26,49734.08,49734.08,49734.08,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,51870.78,616039.26
600,1711,2020,0000000024,009,20190927,NBENTIN,0063401045,3013200005,1818.18,0,303.03,0,303.03,0,303.03,0,303.03,0,303.03,0,303.03,1818.18,6054.54,6054.54,PEN,6000000561,USD,PEN,USD,3013200005,RKP1,0,303.03,0,303.03,0,303.03,0,303.03,0,303.03,0,303.03,0,1009.09,0,1009.09,0,1009.09,0,1009.09,0,1009.09,0,1009.09,6054.54,0,1009.09,0,1009.09,0,1009.09,0,1009.09,0,1009.09,0,1009.09,6054.54
600,1711,2020,0000000025,009,20190927,NBENTIN,0063801002,3013200005,8296.08,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,8296.08,27625.92,27625.92,PEN,6000000562,USD,PEN,USD,3013200005,RKP1,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,691.34,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,27625.92,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,2302.16,27625.92
600,1711,2020,0000000026,009,20190927,NBENTIN,0063401045,3013210002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000563,USD,PEN,USD,3013210002,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000027,009,20190927,NBENTIN,0063801002,3013210002,25502.28,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,25502.28,84922.56,84922.56,PEN,6000000564,USD,PEN,USD,3013210002,RKP1,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,2125.19,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,84922.56,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,7076.88,84922.56
600,1711,2020,0000000028,009,20190927,NBENTIN,0063401045,3013210003,54838.84,4166.67,4166.67,4772.73,4166.67,4166.67,4772.73,4528.37,4528.37,5134.43,4528.37,5134.43,4772.73,54838.84,182613.32,182613.32,PEN,6000000565,USD,PEN,USD,3013210003,RKP1,4166.67,4166.67,4772.73,4166.67,4166.67,4772.73,4528.37,4528.37,5134.43,4528.37,5134.43,4772.73,13875.01,13875.01,15893.19,13875.01,13875.01,15893.19,15079.47,15079.47,17097.65,15079.47,17097.65,15893.19,182613.32,13875.01,13875.01,15893.19,13875.01,13875.01,15893.19,15079.47,15079.47,17097.65,15079.47,17097.65,15893.19,182613.32
600,1711,2020,0000000029,009,20190927,NBENTIN,0063801002,3013210003,123358.8,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,123358.8,410784.84,410784.84,PEN,6000000566,USD,PEN,USD,3013210003,RKP1,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,10279.9,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,410784.84,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,34232.07,410784.84
600,1711,2020,0000000030,009,20190927,NBENTIN,0063401045,3013210004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000567,USD,PEN,USD,3013210004,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000031,009,20190927,NBENTIN,0063801002,3013210004,87168.58,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,4150.48,87168.58,290271.34,290271.34,PEN,6000000568,USD,PEN,USD,3013210004,RKP1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,7547.1,4150.48,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,13821.1,290271.34,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,25131.84,13821.1,290271.34
600,1711,2020,0000000032,009,20190927,NBENTIN,0063401045,3013500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000569,USD,PEN,USD,3013500002,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000033,009,20190927,NBENTIN,0063801002,3013500002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000570,USD,PEN,USD,3013500002,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000034,009,20190927,NBENTIN,0063401045,3022200001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000571,USD,PEN,USD,3022200001,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000035,009,20190927,NBENTIN,0063801002,3022200001,471999.96,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,471999.96,1571759.88,1571759.88,PEN,6000000572,USD,PEN,USD,3022200001,RKP1,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,39333.33,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,1571759.88,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,130979.99,1571759.88
600,1711,2020,0000000036,009,20190927,NBENTIN,0063401045,3022200002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000573,USD,PEN,USD,3022200002,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000037,009,20190927,NBENTIN,0063801002,3022200002,417799.56,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,417799.56,1391272.56,1391272.56,PEN,6000000574,USD,PEN,USD,3022200002,RKP1,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,34816.63,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,1391272.56,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,115939.38,1391272.56
600,1711,2020,0000000038,009,20190927,NBENTIN,0063401045,3022200003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000575,USD,PEN,USD,3022200003,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000039,009,20190927,NBENTIN,0063801002,3022200003,152000.04,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,152000.04,506160.12,506160.12,PEN,6000000576,USD,PEN,USD,3022200003,RKP1,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,12666.67,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,506160.12,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,42180.01,506160.12
600,1711,2020,0000000040,009,20190927,NBENTIN,0063401045,3026000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000577,USD,PEN,USD,3026000001,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000041,009,20190927,NBENTIN,0063801002,3026000001,50511.12,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,50511.12,168202.08,168202.08,PEN,6000000578,USD,PEN,USD,3026000001,RKP1,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,4209.26,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,168202.08,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,14016.84,168202.08
600,1711,2020,0000000042,009,20190927,NBENTIN,0063401045,3032101001,3711.54,0,388.13,0,388.13,0,388.13,0,849.05,0,849.05,0,849.05,3711.54,12359.43,12359.43,PEN,6000000579,USD,PEN,USD,3032101001,RKP1,0,388.13,0,388.13,0,388.13,0,849.05,0,849.05,0,849.05,0,1292.47,0,1292.47,0,1292.47,0,2827.34,0,2827.34,0,2827.34,12359.43,0,1292.47,0,1292.47,0,1292.47,0,2827.34,0,2827.34,0,2827.34,12359.43
600,1711,2020,0000000043,009,20190927,NBENTIN,0063801002,3032101001,149486.84,8565.33,14403.19,14403.19,14403.19,8565.33,8565.33,8565.33,14403.19,14403.19,14403.19,14403.19,14403.19,149486.84,497791.16,497791.16,PEN,6000000580,USD,PEN,USD,3032101001,RKP1,8565.33,14403.19,14403.19,14403.19,8565.33,8565.33,8565.33,14403.19,14403.19,14403.19,14403.19,14403.19,28522.55,47962.62,47962.62,47962.62,28522.55,28522.55,28522.55,47962.62,47962.62,47962.62,47962.62,47962.62,497791.16,28522.55,47962.62,47962.62,47962.62,28522.55,28522.55,28522.55,47962.62,47962.62,47962.62,47962.62,47962.62,497791.16
600,1711,2020,0000000044,009,20190927,NBENTIN,0063401045,3032101002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000581,USD,PEN,USD,3032101002,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000045,009,20190927,NBENTIN,0063801002,3032101002,19167.96,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,19167.96,63829.32,63829.32,PEN,6000000582,USD,PEN,USD,3032101002,RKP1,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,1597.33,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,63829.32,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,5319.11,63829.32
600,1711,2020,0000000046,009,20190927,NBENTIN,0063401045,3032105001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000583,USD,PEN,USD,3032105001,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1711,2020,0000000047,009,20190927,NBENTIN,0063801002,3032105001,54360.88,4616.08,4173.76,4616.08,4468.64,4616.08,4468.64,4616.08,4616.08,4468.64,4616.08,4468.64,4616.08,54360.88,181021.75,181021.75,PEN,6000000584,USD,PEN,USD,3032105001,RKP1,4616.08,4173.76,4616.08,4468.64,4616.08,4468.64,4616.08,4616.08,4468.64,4616.08,4468.64,4616.08,15371.55,13898.62,15371.55,14880.57,15371.55,14880.57,15371.55,15371.55,14880.57,15371.55,14880.57,15371.55,181021.75,15371.55,13898.62,15371.55,14880.57,15371.55,14880.57,15371.55,15371.55,14880.57,15371.55,14880.57,15371.55,181021.75
600,1711,2020,0000000048,009,20190927,NBENTIN,0063401045,3032111001,3493.23,0,363.88,0,363.88,0,363.88,0,800.53,0,800.53,0,800.53,3493.23,11632.44,11632.44,PEN,6000000585,USD,PEN,USD,3032111001,RKP1,0,363.88,0,363.88,0,363.88,0,800.53,0,800.53,0,800.53,0,1211.72,0,1211.72,0,1211.72,0,2665.76,0,2665.76,0,2665.76,11632.44,0,1211.72,0,1211.72,0,1211.72,0,2665.76,0,2665.76,0,2665.76,11632.44
600,1711,2020,0000000049,009,20190927,NBENTIN,0063801002,3032111001,81613.62,6338.6,6338.6,6338.6,6338.6,6338.6,6338.6,8188.74,8188.74,8188.74,6338.6,6338.6,6338.6,81613.62,271773.36,271773.36,PEN,6000000586,USD,PEN,USD,3032111001,RKP1,6338.6,6338.6,6338.6,6338.6,6338.6,6338.6,8188.74,8188.74,8188.74,6338.6,6338.6,6338.6,21107.54,21107.54,21107.54,21107.54,21107.54,21107.54,27268.5,27268.5,27268.5,21107.54,21107.54,21107.54,271773.36,21107.54,21107.54,21107.54,21107.54,21107.54,21107.54,27268.5,27268.5,27268.5,21107.54,21107.54,21107.54,271773.36
600,1711,2020,0000000050,009,20190927,NBENTIN,0063401045,3032115001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PEN,6000000587,USD,PEN,USD,3032115001,RKP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
